,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,prob_class_1,NumberOfTimes90DaysLate
115020,80,0,0.0,0,0.1,0
115021,51,0,1.0,0,0.02702702702702703,0
115022,51,0,2.0,0,0.1,0
115023,48,0,2.0,0,0.02702702702702703,0
115025,28,0,0.0,0,0.02702702702702703,0
115026,41,0,2.0,1,0.1,0
115027,48,0,1.0,3,0.1,0
115029,55,0,2.0,0,0.02702702702702703,0
115030,76,0,0.0,0,0.1,0
115032,65,0,0.0,0,0.02702702702702703,0
115033,39,0,2.0,0,0.02702702702702703,0
115034,31,0,0.0,0,0.1,0
115035,41,0,2.0,0,0.02702702702702703,0
115037,22,0,0.0,0,0.02702702702702703,0
115038,54,0,0.0,1,0.02702702702702703,0
115039,45,0,0.0,0,0.1,0
115040,53,0,0.0,0,0.02702702702702703,0
115042,52,0,0.0,1,0.02702702702702703,0
115043,32,0,1.0,0,0.02702702702702703,0
115044,30,0,0.0,1,0.02702702702702703,0
115045,73,0,0.0,0,0.02702702702702703,0
115046,40,0,1.0,0,0.02702702702702703,0
115047,27,0,0.0,1,0.1,0
115049,60,0,1.0,0,0.1,0
115050,96,0,0.0,0,0.2857142857142857,0
115051,31,0,0.0,1,0.1,0
115053,90,0,0.0,0,0.1,0
115054,45,0,2.0,0,0.02702702702702703,0
115055,72,0,0.0,0,0.1,0
115056,64,0,0.0,0,0.1,0
115057,45,0,4.0,0,0.02702702702702703,0
115058,34,0,4.0,0,0.02702702702702703,0
115059,62,0,0.0,0,0.02702702702702703,0
115060,69,0,0.0,0,0.1,0
115061,57,0,2.0,0,0.1,0
115063,73,0,1.0,0,0.02702702702702703,0
115064,69,0,0.0,0,0.02702702702702703,0
115066,53,0,2.0,0,0.45121951219512196,0
115067,45,0,0.0,0,0.02702702702702703,0
115068,65,0,3.0,0,0.1,0
115069,55,0,0.0,1,0.02702702702702703,1
115070,57,0,1.0,1,0.02702702702702703,2
115071,72,0,0.0,0,0.1,0
115072,65,0,0.0,4,0.4166666666666667,0
115075,43,0,0.0,0,0.02702702702702703,0
115076,56,0,0.0,1,0.02702702702702703,0
115077,47,0,0.0,0,0.02702702702702703,0
115079,38,0,0.0,0,0.02702702702702703,0
115080,62,0,0.0,0,0.02702702702702703,0
115081,31,0,3.0,0,0.02702702702702703,0
115082,37,1,0.0,0,0.1,0
115083,57,0,1.0,0,0.02702702702702703,0
115085,63,0,0.0,1,0.02702702702702703,0
115086,47,0,0.0,0,0.1,0
115088,80,0,0.0,0,0.02702702702702703,0
115089,54,0,0.0,0,0.02702702702702703,0
115090,82,0,0.0,0,0.02702702702702703,0
115092,42,0,0.0,1,0.45121951219512196,0
115093,50,0,0.0,1,0.1,0
115094,40,0,1.0,0,0.02702702702702703,1
115095,53,0,2.0,0,0.02702702702702703,0
115096,49,0,4.0,0,0.02702702702702703,0
115097,61,0,2.0,0,0.1,0
115099,47,1,3.0,0,0.02702702702702703,0
115101,84,0,0.0,0,0.45121951219512196,0
115102,79,0,0.0,0,0.02702702702702703,0
115103,71,0,1.0,0,0.3333333333333333,0
115104,42,0,2.0,0,0.02702702702702703,0
115105,50,0,0.0,0,0.1,0
115107,63,0,0.0,0,0.1,0
115108,52,1,1.0,2,0.1,0
115109,43,0,1.0,0,0.02702702702702703,0
115110,48,0,4.0,0,0.02702702702702703,0
115112,52,0,2.0,0,0.1,0
115113,68,0,1.0,0,0.02702702702702703,0
115114,51,0,0.0,0,0.1,0
115115,35,0,2.0,0,0.65,0
115116,31,1,0.0,0,0.1,0
115118,45,0,1.0,2,0.02702702702702703,0
115120,69,0,0.0,0,0.02702702702702703,0
115121,51,0,1.0,0,0.1,0
115122,47,0,0.0,0,0.02702702702702703,0
115123,65,0,0.0,0,0.02702702702702703,0
115125,67,0,0.0,0,0.1,0
115126,61,0,0.0,0,0.02702702702702703,0
115127,56,0,2.0,0,0.1,0
115128,52,0,0.0,0,0.4166666666666667,0
115129,23,0,0.0,0,0.43333333333333335,0
115130,66,0,0.0,0,0.1,0
115131,25,0,0.0,1,0.02702702702702703,0
115132,45,0,0.0,0,0.5555555555555556,0
115133,55,0,0.0,0,0.02702702702702703,0
115134,45,0,4.0,0,0.1,0
115135,34,0,3.0,0,0.02702702702702703,0
115136,47,0,1.0,0,0.1,0
115137,72,0,1.0,0,0.5555555555555556,0
115138,25,0,0.0,0,0.1,0
115140,52,0,0.0,0,0.02702702702702703,0
115141,47,0,2.0,1,0.1,0
115142,43,0,3.0,0,0.02702702702702703,0
115144,53,0,0.0,0,0.02702702702702703,0
115145,83,0,0.0,0,0.1,0
115146,41,0,3.0,0,0.02702702702702703,0
115147,53,0,3.0,3,0.02702702702702703,2
115149,87,0,0.0,0,0.1,0
115150,60,0,0.0,0,0.02702702702702703,0
115151,47,0,1.0,0,0.43333333333333335,0
115152,36,0,0.0,0,0.02702702702702703,0
115153,28,0,0.0,0,0.02702702702702703,0
115154,42,0,0.0,0,0.02702702702702703,0
115156,41,0,2.0,0,0.1,0
115157,38,0,0.0,0,0.02702702702702703,0
115159,40,2,0.0,4,0.3333333333333333,0
115160,43,0,2.0,0,0.4166666666666667,0
115162,58,0,0.0,0,0.3333333333333333,0
115163,49,0,2.0,0,0.1,0
115164,54,0,2.0,0,0.1,0
115165,64,0,0.0,0,0.02702702702702703,1
115167,65,0,0.0,0,0.43333333333333335,0
115168,61,0,0.0,0,0.1,0
115169,62,0,0.0,0,0.1,0
115170,51,0,2.0,0,0.1,0
115171,40,2,1.0,2,0.1,0
115172,50,0,3.0,0,0.1,0
115173,54,0,0.0,0,0.1,0
115176,46,0,1.0,0,0.5555555555555556,0
115178,55,0,5.0,0,0.1,0
115179,58,0,0.0,0,0.02702702702702703,0
115180,49,0,1.0,0,0.02702702702702703,0
115181,35,0,1.0,0,0.1,0
115182,66,0,0.0,1,0.1,0
115183,47,1,4.0,4,0.1,0
115184,40,0,1.0,2,0.1,0
115185,70,0,0.0,0,0.1,0
115186,63,0,1.0,0,0.02702702702702703,0
115187,44,0,1.0,0,0.65,0
115188,74,0,0.0,0,0.02702702702702703,0
115189,33,1,0.0,1,0.1,0
115191,56,0,1.0,0,0.1,0
115192,30,0,3.0,0,0.02702702702702703,0
115193,33,0,0.0,1,0.1,0
115194,47,0,2.0,0,0.65,0
115195,37,0,3.0,0,0.1,0
115196,42,0,2.0,0,0.02702702702702703,0
115197,71,0,0.0,0,0.1,0
115198,35,0,2.0,0,0.65,0
115199,48,0,1.0,0,0.02702702702702703,0
115201,73,0,0.0,0,0.02702702702702703,2
115202,63,0,1.0,0,0.02702702702702703,0
115204,79,0,0.0,0,0.02702702702702703,0
115206,46,0,2.0,0,0.02702702702702703,1
115207,73,0,0.0,1,0.1,0
115208,38,0,2.0,0,0.1,0
115209,61,0,0.0,0,0.02702702702702703,0
115210,76,0,1.0,0,0.5555555555555556,0
115211,65,0,2.0,0,0.02702702702702703,0
115212,25,1,1.0,3,0.1,2
115213,77,0,0.0,0,0.02702702702702703,0
115214,58,0,1.0,0,0.1,0
115215,30,0,0.0,0,0.1,0
115216,83,0,0.0,0,0.1,0
115217,49,0,2.0,0,0.1,0
115218,34,0,1.0,0,0.02702702702702703,0
115220,56,0,2.0,0,0.1,0
115221,58,0,1.0,0,0.02702702702702703,0
115222,50,0,1.0,0,0.43333333333333335,0
115223,52,0,0.0,1,0.1,0
115225,51,0,4.0,0,0.1,0
115226,62,0,0.0,1,0.02702702702702703,3
115227,45,0,2.0,0,0.02702702702702703,0
115229,68,0,1.0,0,0.4166666666666667,0
115230,77,0,0.0,0,0.1,0
115231,42,0,2.0,0,0.1,0
115232,61,0,1.0,0,0.02702702702702703,0
115233,71,0,1.0,0,0.02702702702702703,0
115234,40,0,0.0,0,0.02702702702702703,3
115235,49,0,7.0,0,0.02702702702702703,3
115236,50,0,0.0,0,0.1,0
115237,56,0,0.0,0,0.02702702702702703,0
115239,81,0,0.0,0,0.1,0
115240,52,0,1.0,0,0.02702702702702703,0
115241,69,0,0.0,0,0.02702702702702703,0
115242,37,0,0.0,0,0.02702702702702703,0
115243,38,0,1.0,0,0.02702702702702703,0
115244,79,0,0.0,0,0.02702702702702703,0
115246,29,0,0.0,0,0.65,0
115247,47,0,2.0,0,0.02702702702702703,0
115248,45,0,3.0,0,0.02702702702702703,0
115250,50,0,5.0,0,0.02702702702702703,0
115251,41,0,1.0,2,0.02702702702702703,0
115252,56,0,1.0,1,0.02702702702702703,0
115253,34,0,3.0,1,0.45121951219512196,0
115254,31,0,1.0,0,0.02702702702702703,0
115257,81,0,0.0,0,0.02702702702702703,0
115258,35,0,3.0,0,0.02702702702702703,0
115259,66,0,1.0,0,0.02702702702702703,0
115260,53,1,2.0,0,0.02702702702702703,0
115261,73,0,0.0,0,0.02702702702702703,0
115262,39,0,3.0,0,0.1,0
115264,47,0,2.0,0,0.1,0
115265,63,0,0.0,0,0.3333333333333333,0
115267,88,0,0.0,0,0.1,0
115268,51,0,0.0,1,0.02702702702702703,0
115269,40,0,0.0,0,0.02702702702702703,0
115270,48,0,0.0,0,0.1,0
115271,67,0,0.0,0,0.1,0
115272,56,0,1.0,0,0.1,0
115273,34,0,0.0,0,0.02702702702702703,0
115274,46,0,0.0,0,0.02702702702702703,0
115275,39,0,1.0,1,0.02702702702702703,0
115276,61,0,0.0,0,0.1,0
115277,58,0,1.0,1,0.1,0
115278,69,0,0.0,0,0.2857142857142857,0
115280,53,0,0.0,0,0.02702702702702703,0
115281,48,0,1.0,0,0.1,0
115282,67,0,0.0,1,0.1,0
115283,48,0,3.0,0,0.1,0
115284,49,0,0.0,2,0.1,1
115285,62,0,2.0,0,0.1,0
115286,54,0,0.0,0,0.1,0
115288,36,0,0.0,0,0.1,0
115289,68,0,1.0,0,0.65,0
115290,43,0,4.0,0,0.1,0
115291,40,0,1.0,0,0.02702702702702703,0
115292,56,0,0.0,0,0.1,0
115293,40,0,0.0,0,0.1,0
115294,56,0,0.0,0,0.1,0
115295,61,0,3.0,0,0.1,0
115296,90,0,0.0,0,0.1,0
115297,76,0,0.0,0,0.02702702702702703,0
115298,33,0,0.0,1,0.02702702702702703,0
115299,59,0,1.0,0,0.65,0
115300,66,0,2.0,1,0.02702702702702703,0
115301,57,0,0.0,1,0.1,0
115302,59,0,0.0,0,0.1,0
115303,53,0,0.0,0,0.02702702702702703,0
115304,46,0,0.0,0,0.1,0
115305,68,0,2.0,0,0.45121951219512196,0
115306,46,0,0.0,0,0.02702702702702703,1
115307,48,0,1.0,0,0.02702702702702703,0
115309,61,1,0.0,5,0.02702702702702703,5
115310,36,0,0.0,0,0.02702702702702703,0
115312,60,0,0.0,0,0.1,0
115313,27,0,1.0,0,0.02702702702702703,0
115314,71,0,0.0,0,0.02702702702702703,0
115315,51,0,0.0,0,0.1,1
115317,81,0,1.0,0,0.1,0
115319,37,0,1.0,0,0.02702702702702703,0
115320,66,0,0.0,0,0.1,0
115321,64,0,0.0,0,0.1,0
115322,59,0,0.0,0,0.02702702702702703,0
115323,75,0,0.0,0,0.1,0
115324,41,0,1.0,0,0.02702702702702703,0
115325,40,0,0.0,0,0.02702702702702703,0
115326,58,0,1.0,0,0.02702702702702703,0
115328,34,0,0.0,1,0.02702702702702703,0
115329,53,0,1.0,0,0.02702702702702703,0
115330,31,0,0.0,2,0.02702702702702703,2
115331,53,0,3.0,0,0.02702702702702703,0
115334,47,0,3.0,0,0.02702702702702703,0
115335,50,0,2.0,0,0.1,0
115336,50,0,0.0,0,0.1,0
115337,64,0,0.0,0,0.1,0
115338,42,0,0.0,1,0.1,0
115339,35,0,2.0,0,0.02702702702702703,0
115340,43,0,2.0,0,0.1,0
115341,52,0,2.0,2,0.45121951219512196,0
115342,67,0,0.0,0,0.02702702702702703,0
115343,40,0,1.0,0,0.02702702702702703,0
115344,35,0,0.0,0,0.1,0
115346,42,0,4.0,0,0.1,0
115347,23,0,0.0,0,0.02702702702702703,0
115349,57,0,0.0,0,0.1,0
115350,39,0,1.0,0,0.02702702702702703,0
115351,68,0,0.0,0,0.1,0
115352,41,0,1.0,0,0.02702702702702703,0
115353,57,0,1.0,1,0.1,0
115354,59,0,1.0,0,0.02702702702702703,0
115355,52,0,1.0,0,0.1,0
115359,41,0,1.0,1,0.02702702702702703,0
115360,31,0,0.0,0,0.02702702702702703,0
115361,62,0,1.0,0,0.02702702702702703,0
115363,49,0,0.0,0,0.1,0
115364,72,0,0.0,3,0.1,0
115366,62,0,0.0,0,0.02702702702702703,0
115367,54,0,2.0,0,0.02702702702702703,0
115368,66,0,1.0,0,0.3333333333333333,0
115370,68,0,0.0,0,0.02702702702702703,0
115371,54,0,0.0,0,0.02702702702702703,0
115372,75,0,0.0,0,0.02702702702702703,0
115373,56,0,0.0,2,0.02702702702702703,0
115374,42,0,0.0,0,0.02702702702702703,0
115375,40,0,3.0,0,0.02702702702702703,0
115376,62,0,1.0,0,0.65,0
115377,45,0,0.0,0,0.1,0
115378,49,0,0.0,0,0.1,1
115379,53,0,2.0,0,0.02702702702702703,0
115380,71,0,0.0,0,0.02702702702702703,0
115381,56,0,2.0,2,0.1,0
115383,59,0,1.0,0,0.02702702702702703,0
115384,34,0,0.0,0,0.02702702702702703,0
115386,72,0,3.0,0,0.02702702702702703,0
115387,49,0,1.0,0,0.02702702702702703,0
115388,32,0,1.0,0,0.02702702702702703,0
115389,48,0,1.0,2,0.1,0
115390,51,0,0.0,0,0.02702702702702703,0
115391,41,0,3.0,0,0.1,0
115392,27,0,0.0,1,0.02702702702702703,0
115393,86,0,0.0,0,0.45121951219512196,0
115394,32,1,2.0,0,0.02702702702702703,0
115395,57,0,2.0,1,0.1,0
115396,58,0,3.0,0,0.02702702702702703,0
115397,28,0,0.0,0,0.02702702702702703,0
115398,64,0,2.0,0,0.02702702702702703,0
115400,61,0,1.0,0,0.02702702702702703,0
115401,24,0,0.0,0,0.02702702702702703,0
115403,80,0,0.0,0,0.02702702702702703,0
115404,42,1,2.0,1,0.02702702702702703,1
115405,55,0,0.0,0,0.1,0
115406,43,0,2.0,1,0.1,0
115407,76,0,0.0,0,0.02702702702702703,0
115408,43,0,4.0,0,0.02702702702702703,0
115409,34,0,0.0,0,0.1,0
115410,57,0,1.0,0,0.02702702702702703,0
115411,45,0,3.0,2,0.1,0
115412,69,0,0.0,0,0.1,0
115413,89,0,0.0,0,0.3333333333333333,0
115415,52,0,2.0,2,0.02702702702702703,0
115417,47,0,2.0,0,0.1,0
115418,72,0,0.0,0,0.1,0
115420,32,0,0.0,0,0.02702702702702703,0
115422,36,0,0.0,0,0.02702702702702703,0
115424,53,0,0.0,0,0.02702702702702703,0
115425,33,0,0.0,0,0.1,0
115427,67,0,0.0,0,0.02702702702702703,0
115428,62,0,0.0,0,0.02702702702702703,0
115429,47,0,1.0,0,0.02702702702702703,0
115431,50,1,0.0,1,0.02702702702702703,0
115432,74,0,0.0,0,0.02702702702702703,0
115433,38,0,2.0,0,0.02702702702702703,0
115434,64,0,0.0,0,0.1,0
115435,68,0,1.0,0,0.1,0
115437,47,0,0.0,0,0.02702702702702703,0
115438,30,0,0.0,0,0.1,0
115439,59,0,0.0,1,0.02702702702702703,0
115441,57,0,1.0,0,0.02702702702702703,0
115442,76,0,0.0,0,0.02702702702702703,0
115443,69,0,1.0,0,0.1,0
115444,30,0,0.0,1,0.1,0
115445,48,0,0.0,1,0.02702702702702703,0
115446,61,0,0.0,0,0.1,0
115447,56,0,0.0,0,0.1,0
115448,28,0,1.0,1,0.02702702702702703,0
115450,76,0,0.0,3,0.02702702702702703,1
115451,62,0,2.0,0,0.02702702702702703,0
115452,50,0,0.0,0,0.02702702702702703,0
115453,59,0,0.0,0,0.3333333333333333,0
115454,50,0,2.0,1,0.43333333333333335,1
115455,68,0,1.0,0,0.1,0
115456,69,0,0.0,0,0.02702702702702703,0
115459,51,0,0.0,0,0.02702702702702703,0
115460,40,0,0.0,0,0.1,0
115461,27,0,0.0,0,0.02702702702702703,0
115463,29,0,0.0,0,0.1,1
115464,50,0,3.0,0,0.1,0
115465,83,0,1.0,3,0.1,0
115466,42,0,3.0,0,0.1,0
115467,53,0,1.0,0,0.02702702702702703,0
115468,58,0,0.0,0,0.02702702702702703,0
115470,45,0,1.0,1,0.1,1
115471,28,1,0.0,0,0.1,0
115473,36,0,0.0,0,0.1,0
115474,57,0,2.0,0,0.02702702702702703,0
115475,63,0,2.0,0,0.1,0
115477,56,0,0.0,0,0.5555555555555556,0
115478,76,0,0.0,0,0.02702702702702703,0
115479,54,3,1.0,4,0.02702702702702703,0
115480,59,0,0.0,0,0.02702702702702703,0
115481,64,0,1.0,0,0.1,0
115482,44,0,2.0,0,0.02702702702702703,0
115483,63,0,0.0,0,0.02702702702702703,0
115484,29,0,0.0,0,0.65,0
115485,53,0,2.0,1,0.02702702702702703,0
115487,48,0,0.0,0,0.3333333333333333,0
115488,66,0,1.0,0,0.02702702702702703,0
115489,49,0,3.0,1,0.02702702702702703,0
115493,63,0,0.0,0,0.1,0
115494,28,0,1.0,1,0.02702702702702703,0
115495,48,0,2.0,0,0.02702702702702703,0
115497,59,0,0.0,0,0.02702702702702703,0
115499,66,0,1.0,1,0.02702702702702703,0
115500,48,1,3.0,1,0.02702702702702703,1
115502,41,0,3.0,0,0.1,0
115503,44,0,1.0,0,0.1,0
115506,59,0,1.0,0,0.2857142857142857,0
115507,39,0,1.0,0,0.1,0
115508,47,0,0.0,0,0.02702702702702703,0
115509,38,0,2.0,0,0.02702702702702703,0
115510,55,0,2.0,0,0.02702702702702703,0
115511,52,0,2.0,0,0.1,0
115513,34,0,2.0,0,0.02702702702702703,0
115514,29,0,0.0,3,0.1,0
115515,60,0,0.0,0,0.1,0
115517,70,0,0.0,0,0.3333333333333333,0
115518,51,0,2.0,0,0.02702702702702703,0
115519,34,0,0.0,0,0.02702702702702703,0
115521,45,0,2.0,0,0.02702702702702703,0
115522,31,0,0.0,1,0.3333333333333333,0
115524,54,0,2.0,0,0.1,0
115525,62,0,0.0,0,0.1,0
115526,29,0,1.0,0,0.1,0
115527,55,0,3.0,0,0.02702702702702703,0
115528,52,0,1.0,0,0.1,0
115529,70,0,0.0,0,0.3333333333333333,0
115530,51,0,2.0,0,0.02702702702702703,0
115531,31,0,0.0,0,0.02702702702702703,0
115532,68,0,0.0,0,0.1,0
115533,67,0,0.0,0,0.1,0
115534,44,0,1.0,0,0.02702702702702703,0
115535,34,0,0.0,0,0.02702702702702703,0
115536,33,0,0.0,0,0.1,0
115537,54,0,2.0,3,0.02702702702702703,0
115538,53,0,1.0,0,0.1,0
115539,55,0,4.0,0,0.02702702702702703,0
115540,46,0,4.0,0,0.02702702702702703,0
115542,33,0,3.0,1,0.02702702702702703,0
115543,72,0,0.0,0,0.1,0
115544,63,0,0.0,0,0.3333333333333333,0
115546,63,0,0.0,0,0.1,0
115547,24,0,0.0,0,0.02702702702702703,0
115548,27,0,0.0,0,0.1,0
115549,48,0,1.0,2,0.1,0
115550,24,0,1.0,0,0.02702702702702703,0
115552,37,0,1.0,0,0.02702702702702703,0
115553,64,0,0.0,0,0.1,0
115556,55,1,2.0,0,0.02702702702702703,0
115557,60,0,0.0,0,0.1,0
115559,26,0,0.0,0,0.02702702702702703,0
115560,37,0,0.0,0,0.1,0
115562,70,0,1.0,0,0.02702702702702703,0
115563,62,0,2.0,0,0.1,0
115564,59,0,0.0,0,0.02702702702702703,0
115565,83,0,1.0,0,0.1,0
115567,32,0,0.0,0,0.1,0
115569,35,0,0.0,0,0.1,0
115570,54,0,0.0,0,0.02702702702702703,0
115571,54,0,1.0,0,0.1,0
115572,47,0,3.0,0,0.02702702702702703,0
115575,78,0,0.0,0,0.02702702702702703,0
115576,44,0,0.0,0,0.02702702702702703,0
115577,40,0,2.0,1,0.02702702702702703,0
115578,38,0,2.0,0,0.1,0
115579,30,0,0.0,0,0.1,0
115580,63,0,1.0,0,0.02702702702702703,0
115581,55,0,4.0,0,0.1,0
115582,72,0,0.0,0,0.3333333333333333,0
115583,40,1,1.0,2,0.1,0
115584,54,0,0.0,1,0.02702702702702703,0
115585,70,0,0.0,0,0.1,0
115586,68,0,0.0,0,0.1,0
115587,47,0,1.0,0,0.02702702702702703,0
115588,74,0,0.0,0,0.2857142857142857,0
115589,36,0,4.0,1,0.1,0
115590,71,0,0.0,0,0.02702702702702703,0
115591,59,0,0.0,0,0.02702702702702703,0
115593,38,0,0.0,0,0.02702702702702703,0
115594,45,0,3.0,1,0.02702702702702703,0
115595,57,0,0.0,0,0.02702702702702703,0
115597,87,0,0.0,0,0.02702702702702703,0
115598,69,0,1.0,0,0.02702702702702703,0
115600,51,0,0.0,1,0.1,0
115601,53,0,2.0,0,0.02702702702702703,0
115602,68,0,0.0,0,0.1,0
115603,63,0,0.0,0,0.1,0
115604,60,0,0.0,0,0.02702702702702703,0
115605,79,0,0.0,0,0.02702702702702703,0
115606,31,0,2.0,0,0.02702702702702703,0
115607,40,0,0.0,0,0.02702702702702703,0
115609,65,0,0.0,0,0.1,0
115610,43,0,0.0,0,0.02702702702702703,0
115611,52,0,3.0,0,0.1,0
115612,26,0,0.0,1,0.4166666666666667,0
115613,58,0,0.0,0,0.02702702702702703,0
115614,70,0,0.0,0,0.02702702702702703,0
115615,56,0,0.0,0,0.02702702702702703,0
115617,43,0,4.0,0,0.1,0
115618,34,0,0.0,0,0.02702702702702703,0
115620,72,0,0.0,0,0.65,0
115622,36,0,0.0,0,0.1,0
115623,50,0,1.0,0,0.02702702702702703,0
115625,32,0,3.0,0,0.02702702702702703,6
115626,63,0,0.0,0,0.02702702702702703,0
115627,36,0,2.0,1,0.65,0
115628,54,0,3.0,0,0.02702702702702703,0
115629,55,0,0.0,0,0.4166666666666667,0
115632,73,0,0.0,0,0.1,0
115633,45,0,2.0,1,0.1,0
115634,37,3,0.0,3,0.02702702702702703,2
115635,46,0,2.0,0,0.65,0
115636,27,0,0.0,0,0.02702702702702703,0
115639,59,0,1.0,0,0.02702702702702703,0
115640,35,0,1.0,0,0.1,0
115641,31,0,0.0,0,0.1,0
115642,61,0,2.0,0,0.02702702702702703,0
115643,56,0,0.0,0,0.1,0
115644,41,0,1.0,0,0.02702702702702703,0
115645,61,0,0.0,0,0.1,0
115646,47,0,0.0,0,0.1,0
115647,39,0,1.0,1,0.3333333333333333,0
115648,26,0,0.0,0,0.02702702702702703,0
115649,53,0,0.0,0,0.1,0
115650,41,0,2.0,0,0.1,0
115651,35,0,0.0,0,0.02702702702702703,0
115652,30,0,0.0,0,0.02702702702702703,1
115653,67,0,0.0,0,0.3333333333333333,0
115654,41,0,1.0,0,0.02702702702702703,0
115655,61,0,0.0,0,0.45121951219512196,0
115656,46,0,0.0,0,0.02702702702702703,0
115657,58,0,0.0,1,0.02702702702702703,0
115659,37,0,0.0,0,0.1,0
115660,55,0,2.0,0,0.02702702702702703,0
115661,67,0,1.0,1,0.02702702702702703,0
115662,45,0,4.0,1,0.1,2
115663,70,0,1.0,0,0.65,0
115664,68,0,1.0,0,0.1,0
115666,43,0,2.0,0,0.02702702702702703,0
115668,55,0,0.0,0,0.02702702702702703,0
115670,71,0,0.0,0,0.45121951219512196,0
115671,52,0,1.0,0,0.1,0
115672,47,0,3.0,1,0.3333333333333333,0
115673,62,0,0.0,0,0.1,0
115674,65,0,0.0,0,0.02702702702702703,0
115675,50,0,0.0,0,0.02702702702702703,1
115676,53,0,4.0,0,0.02702702702702703,0
115677,41,0,1.0,0,0.02702702702702703,0
115678,68,0,0.0,1,0.02702702702702703,0
115683,45,0,2.0,0,0.1,0
115685,78,0,0.0,0,0.1,0
115686,28,0,2.0,2,0.1,0
115687,52,0,0.0,0,0.1,0
115688,55,1,0.0,2,0.1,0
115689,33,0,1.0,0,0.3333333333333333,0
115691,55,0,0.0,0,0.3333333333333333,0
115692,35,0,0.0,0,0.1,0
115693,41,0,2.0,0,0.02702702702702703,0
115694,55,0,1.0,1,0.1,0
115695,48,0,4.0,0,0.02702702702702703,0
115696,32,0,1.0,1,0.02702702702702703,0
115698,48,0,2.0,1,0.3333333333333333,0
115701,53,0,2.0,1,0.02702702702702703,0
115702,55,0,3.0,1,0.02702702702702703,2
115703,44,0,0.0,0,0.02702702702702703,0
115704,59,0,1.0,0,0.02702702702702703,0
115705,44,0,0.0,0,0.02702702702702703,0
115706,66,1,2.0,1,0.02702702702702703,0
115707,43,0,2.0,0,0.45121951219512196,0
115708,75,0,1.0,1,0.02702702702702703,0
115709,49,0,0.0,0,0.02702702702702703,0
115710,54,0,1.0,1,0.1,0
115711,76,0,0.0,0,0.1,0
115712,44,0,1.0,0,0.02702702702702703,0
115713,36,0,1.0,0,0.1,0
115714,39,0,2.0,0,0.45121951219512196,0
115715,88,0,0.0,0,0.02702702702702703,0
115716,69,0,0.0,0,0.02702702702702703,0
115717,56,0,0.0,3,0.02702702702702703,0
115718,48,0,1.0,0,0.02702702702702703,0
115721,53,0,1.0,0,0.1,0
115722,63,0,0.0,0,0.1,0
115723,51,0,1.0,0,0.1,0
115724,45,0,1.0,0,0.1,0
115725,59,0,0.0,0,0.5555555555555556,0
115726,46,0,1.0,0,0.02702702702702703,0
115727,86,0,0.0,0,0.1,0
115728,75,0,0.0,0,0.43333333333333335,0
115729,60,0,0.0,0,0.02702702702702703,0
115730,33,0,1.0,0,0.1,0
115731,71,0,0.0,0,0.02702702702702703,0
115732,82,1,0.0,1,0.1,0
115733,47,0,0.0,0,0.02702702702702703,0
115735,59,0,1.0,0,0.02702702702702703,0
115737,55,0,0.0,0,0.1,0
115738,44,0,2.0,0,0.1,0
115739,78,0,0.0,0,0.02702702702702703,3
115740,24,0,0.0,0,0.1,1
115741,68,0,0.0,0,0.02702702702702703,0
115742,42,0,3.0,0,0.02702702702702703,0
115743,38,0,2.0,0,0.02702702702702703,0
115744,67,0,1.0,1,0.1,0
115745,57,0,2.0,1,0.02702702702702703,0
115746,47,0,3.0,1,0.1,0
115748,49,0,1.0,0,0.1,0
115750,36,0,0.0,0,0.02702702702702703,0
115751,65,0,0.0,0,0.02702702702702703,0
115752,54,0,1.0,0,0.02702702702702703,0
115753,38,2,2.0,1,0.1,1
115755,78,0,0.0,0,0.02702702702702703,0
115756,38,0,2.0,0,0.02702702702702703,0
115757,76,0,0.0,0,0.02702702702702703,1
115758,34,0,1.0,0,0.02702702702702703,0
115759,34,0,0.0,0,0.02702702702702703,0
115760,51,0,0.0,0,0.02702702702702703,0
115761,25,0,0.0,0,0.1,0
115762,52,0,0.0,0,0.65,0
115763,35,0,0.0,0,0.1,0
115765,56,0,2.0,0,0.02702702702702703,0
115766,61,0,3.0,1,0.02702702702702703,0
115767,34,0,1.0,1,0.02702702702702703,0
115768,33,0,1.0,0,0.02702702702702703,0
115769,54,0,0.0,1,0.1,0
115771,82,0,0.0,0,0.1,0
115772,36,0,3.0,1,0.1,0
115773,32,1,0.0,1,0.1,0
115774,56,0,0.0,0,0.1,0
115775,40,0,5.0,1,0.1,1
115776,45,0,4.0,0,0.02702702702702703,0
115777,54,0,2.0,0,0.1,0
115778,43,0,2.0,0,0.02702702702702703,0
115779,48,0,1.0,0,0.02702702702702703,0
115780,32,0,2.0,3,0.02702702702702703,0
115781,62,0,1.0,0,0.1,0
115782,46,0,2.0,0,0.02702702702702703,0
115783,60,0,0.0,1,0.1,0
115784,39,0,0.0,0,0.02702702702702703,0
115786,49,0,4.0,0,0.1,0
115789,77,0,1.0,0,0.1,0
115790,60,0,1.0,0,0.1,0
115791,54,0,0.0,0,0.02702702702702703,0
115794,54,0,2.0,0,0.1,0
115795,44,0,3.0,0,0.02702702702702703,0
115796,47,0,2.0,0,0.43333333333333335,0
115797,73,0,0.0,0,0.02702702702702703,0
